MEM = MEAN
TIME = 130625/0000
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
899.03,1000.62,23.34,16.98,216.15,25.41,-0.03
873.92,1248.50,22.77,14.87,225.54,23.58,0.61
848.67,1503.35,21.10,14.90,228.90,20.81,1.59
825.16,1746.66,20.18,13.12,233.08,18.25,2.24
801.71,1996.03,20.31,9.72,239.04,14.25,3.12
778.27,2252.09,19.86,8.15,243.67,9.73,4.41
744.77,2631.98,17.87,4.33,240.28,7.02,6.53
702.27,3131.30,14.45,-0.30,226.73,5.97,8.89
661.82,3628.59,10.35,-2.79,220.37,6.35,10.15
623.30,4123.70,6.09,-4.29,233.27,6.36,9.96
586.64,4616.52,1.90,-7.61,247.31,7.27,8.34
551.78,5106.96,-2.12,-12.54,255.88,8.46,5.56
518.66,5595.40,-5.90,-17.70,262.48,9.09,2.58
487.18,6082.69,-9.06,-25.57,266.47,8.21,0.54
457.28,6569.75,-12.06,-33.29,269.75,9.17,-0.59
428.88,7056.49,-15.71,-33.96,279.29,12.00,-1.36
401.92,7542.21,-19.69,-36.24,285.84,14.90,-2.03
376.33,8026.89,-23.40,-38.09,288.64,18.84,-2.94
352.06,8510.82,-27.12,-41.62,291.09,21.06,-3.97
329.05,8994.04,-30.83,-47.72,295.10,20.90,-4.44
307.25,9476.41,-34.77,-53.27,302.41,19.54,-4.14
286.61,9957.82,-38.71,-52.69,308.76,19.66,-3.37
267.07,10438.59,-42.45,-53.16,311.63,21.00,-2.45
248.59,10918.98,-46.20,-57.24,312.61,22.00,-1.52
231.13,11399.01,-50.00,-61.71,312.15,22.69,-0.76
214.63,11878.83,-53.73,-64.21,309.47,22.15,-0.33
199.06,12359.22,-56.94,-65.99,300.75,19.94,0.14
184.37,12842.00,-59.21,-68.27,284.10,19.75,1.01
170.53,13329.87,-60.26,-71.00,278.11,22.27,1.73
157.53,13824.23,-60.29,-74.11,274.77,22.55,1.64
145.45,14322.58,-59.38,-76.14,277.31,20.43,1.07
134.30,14821.45,-59.46,-78.01,278.77,18.07,0.63
124.02,15318.15,-60.82,-80.32,282.61,15.60,0.51
114.54,15810.57,-62.67,-84.83,281.40,12.61,0.51
105.79,16298.29,-64.37,-90.22,277.12,9.61,0.40
97.72,16780.36,-67.00,-92.08,287.48,8.81,0.22
90.27,17257.52,-68.03,-91.62,303.16,9.04,-0.00
83.40,17734.18,-66.83,-89.51,321.84,7.99,-0.32
77.07,18212.57,-65.87,-88.19,347.78,6.87,-0.72
71.22,18692.70,-64.63,-87.72,1.05,6.92,-1.29
65.83,19175.57,-62.71,-88.05,21.76,7.27,-1.93
60.85,19661.49,-61.15,-88.68,34.45,7.43,-2.19
56.26,20148.80,-60.57,-89.09,1.95,3.63,-1.73
52.03,20636.71,-59.61,-89.10,179.50,6.62,-0.54


MEM = 004
TIME = 130625/0900
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
973.68,-999.00,23.86,20.95,182.12,8.00,-999.00
970.29,343.59,24.02,20.86,182.08,8.75,-0.18
962.37,415.84,23.82,20.59,183.89,11.79,0.01
951.60,514.43,23.61,19.99,187.86,15.10,0.34
938.03,640.16,23.54,18.85,194.38,18.84,0.76
921.24,798.63,23.61,17.64,202.54,22.71,1.16
900.25,1000.64,23.19,17.34,210.52,23.86,1.40
875.09,1248.23,22.17,14.29,217.85,23.47,1.62
849.84,1502.22,21.01,11.05,220.09,20.48,1.92
826.36,1744.51,20.43,8.49,226.10,16.21,2.15
802.90,1992.95,19.74,7.76,236.38,12.19,2.13
779.46,2247.87,19.31,3.85,241.26,8.19,2.20
745.99,2625.91,17.82,-2.71,230.90,4.62,3.27
703.52,3123.53,14.72,-6.36,230.18,4.49,4.51
663.05,3620.04,10.48,-5.06,259.07,5.66,4.51
624.48,4114.84,5.89,-3.50,277.60,7.27,3.57
587.74,4607.54,1.74,-6.21,269.75,8.20,2.59
552.81,5098.19,-2.25,-8.77,251.54,10.18,1.93
519.58,5587.02,-6.11,-12.57,243.65,11.09,1.43
488.03,6074.32,-9.57,-19.15,243.09,10.64,0.83
458.05,6560.65,-12.88,-25.31,254.72,10.72,0.26
429.59,7046.31,-16.47,-28.36,269.89,11.81,0.21
402.57,7531.14,-20.22,-30.14,275.58,14.38,0.52
376.92,8015.00,-24.07,-31.38,282.06,18.40,0.72
352.60,8498.11,-27.69,-32.91,285.83,21.10,1.04
329.55,8980.89,-31.09,-38.41,288.42,21.10,1.54
307.71,9463.31,-34.72,-47.72,294.80,19.25,1.89
287.03,9944.90,-38.73,-54.82,302.49,18.77,1.94
267.46,10425.52,-42.70,-54.05,308.64,21.20,1.68
248.95,10905.44,-46.55,-54.22,312.01,23.82,1.11
231.45,11385.02,-50.26,-57.53,312.41,24.74,0.25
214.93,11864.50,-53.96,-61.78,310.02,23.65,-0.80
199.33,12344.34,-57.39,-64.89,304.47,21.26,-1.61
184.61,12825.81,-60.11,-67.17,290.93,20.20,-1.67
170.75,13312.00,-61.04,-70.02,280.32,22.89,-1.17
157.72,13805.53,-60.43,-72.65,277.91,23.63,-0.90
145.62,14304.11,-59.28,-75.07,274.91,18.71,-0.99
134.46,14804.61,-58.41,-79.50,255.31,11.18,-0.88
124.16,15304.78,-59.15,-83.72,239.05,7.19,-0.33
114.66,15801.11,-61.28,-85.43,257.67,4.31,0.56
105.89,16292.72,-62.74,-88.26,297.38,7.01,1.52
97.80,16782.05,-62.73,-91.93,313.68,11.02,2.19
90.34,17270.70,-62.78,-90.95,327.11,11.58,2.50
83.46,17758.04,-63.28,-89.13,336.86,8.52,2.41
77.11,18243.81,-63.51,-87.50,6.09,6.43,1.84
71.26,18729.70,-62.49,-87.08,32.02,8.03,1.01
65.86,19216.60,-61.90,-87.87,46.97,8.42,0.35
60.87,19703.15,-61.99,-88.82,56.82,8.15,0.06
56.28,20189.60,-61.12,-89.28,35.18,7.10,0.00
52.03,20676.12,-60.97,-89.43,1.45,4.35,-0.07


MEM = 005
TIME = 130625/0900
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
973.27,-999.00,23.90,20.02,178.69,8.42,-999.00
969.86,343.55,24.05,19.92,178.54,9.19,-0.22
961.93,415.69,23.81,19.68,180.08,12.29,-0.09
951.18,514.14,23.58,19.18,183.66,15.74,0.20
937.66,639.73,23.51,18.30,189.82,19.44,0.52
920.88,798.07,23.71,17.05,198.49,22.68,0.91
899.91,999.92,23.41,16.16,211.34,23.00,1.33
874.77,1247.33,22.41,13.26,220.07,23.41,1.08
849.53,1501.35,20.64,13.08,220.87,20.75,0.43
826.05,1743.70,19.35,11.82,223.14,17.55,-0.04
802.56,1991.86,19.29,7.50,229.40,12.57,-0.49
779.15,2246.57,19.30,4.23,242.57,8.94,-0.26
745.65,2624.93,17.37,1.96,247.70,7.52,1.73
703.12,3123.01,13.93,0.04,237.84,6.51,4.34
662.61,3619.88,10.07,-1.34,234.34,7.27,4.76
624.02,4114.94,5.74,-2.56,254.68,8.88,1.95
587.30,4607.43,1.39,-6.46,274.75,11.27,-1.84
552.39,5097.09,-2.61,-13.71,274.95,12.77,-3.69
519.24,5584.49,-6.11,-25.64,272.98,14.08,-3.25
487.75,6070.65,-9.53,-33.57,275.00,14.66,-1.85
457.82,6556.44,-12.86,-29.28,276.61,15.26,-0.86
429.38,7042.02,-16.37,-30.18,282.90,16.24,-1.07
402.39,7526.93,-20.02,-36.47,291.41,17.72,-2.49
376.76,8011.14,-23.59,-38.52,295.66,19.70,-4.50
352.46,8494.76,-27.29,-41.56,299.97,19.14,-6.06
329.42,8977.36,-31.38,-44.07,303.34,17.30,-6.30
307.59,9458.74,-35.34,-47.69,307.30,16.36,-5.10
286.92,9939.28,-39.14,-49.16,311.77,16.44,-2.83
267.35,10419.60,-42.59,-49.72,312.39,17.03,-0.17
248.85,10900.76,-45.47,-54.10,309.42,17.04,2.13
231.36,11383.54,-48.29,-59.51,300.70,16.57,3.69
214.85,11868.24,-51.07,-62.93,283.88,17.09,3.70
199.26,12355.21,-53.78,-66.02,262.62,16.73,1.52
184.55,12844.10,-57.05,-67.15,240.46,14.51,-1.28
170.69,13335.38,-59.57,-68.79,247.66,15.29,-2.43
157.67,13830.02,-60.89,-70.98,269.27,17.77,-1.99
145.57,14325.75,-61.20,-73.62,282.87,16.95,-1.36
134.41,14821.45,-60.54,-76.99,289.02,12.51,-0.99
124.12,15316.60,-61.26,-81.24,290.17,8.29,-0.66
114.62,15807.68,-63.61,-83.55,294.48,6.19,-0.14
105.86,16293.45,-65.34,-86.77,288.72,6.09,0.49
97.78,16776.47,-65.48,-89.90,298.38,8.13,0.92
90.32,17259.68,-64.63,-90.08,323.20,12.03,1.10
83.44,17743.13,-64.69,-88.98,335.73,12.63,1.34
77.10,18227.81,-62.92,-86.96,6.54,6.47,1.70
71.25,18717.82,-59.38,-87.74,71.78,6.21,2.05
65.85,19212.68,-57.96,-88.82,75.64,7.63,2.19
60.87,19707.84,-58.31,-89.18,62.55,6.28,1.87
56.27,20200.77,-58.98,-89.36,43.61,2.71,1.09
52.03,20691.53,-59.23,-89.53,271.90,7.58,0.20


MEM = 006
TIME = 130625/0900
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.61,-999.00,24.16,20.30,186.49,7.65,-999.00
969.21,343.57,24.24,20.20,186.22,8.40,-0.18
961.27,415.77,23.95,19.94,187.92,11.33,-0.07
950.56,514.30,23.77,19.37,191.74,15.12,0.02
937.02,640.06,24.14,18.30,198.91,19.75,-0.08
920.25,798.76,24.20,17.71,206.44,23.40,-0.23
899.31,1000.87,24.01,15.08,215.67,25.06,-0.14
874.20,1248.60,22.69,14.33,219.68,22.60,-0.12
848.95,1503.31,21.06,14.83,224.65,20.10,-0.49
825.44,1746.70,20.42,13.05,232.03,17.25,-0.76
801.96,1996.25,20.30,10.32,238.22,12.34,-0.65
778.52,2252.28,19.94,6.82,242.35,7.81,0.02
745.03,2632.08,18.15,3.16,245.19,6.19,1.28
702.53,3131.30,14.17,0.47,244.12,6.63,2.15
662.04,3628.15,9.75,-1.49,253.75,6.68,1.93
623.51,4122.38,5.58,-5.25,272.55,7.21,1.51
586.86,4614.08,1.70,-11.50,275.84,8.41,2.10
552.02,5103.60,-2.08,-18.24,265.99,9.92,3.43
518.90,5591.46,-5.92,-20.76,261.99,12.79,3.75
487.42,6078.13,-9.50,-25.46,264.57,13.72,2.23
457.51,6564.10,-12.78,-30.83,274.91,12.71,0.09
429.10,7049.71,-16.26,-30.90,278.51,13.06,-1.08
402.11,7534.59,-20.17,-30.26,279.83,13.84,-1.22
376.51,8018.11,-24.42,-29.35,282.84,16.26,-1.40
352.21,8500.55,-28.01,-31.29,286.34,19.39,-2.02
329.18,8982.43,-31.65,-35.48,288.93,20.28,-2.32
307.37,9463.47,-35.55,-41.10,293.34,18.89,-1.71
286.71,9943.41,-39.53,-47.14,300.95,17.26,-0.53
267.16,10422.58,-43.26,-49.18,310.66,18.85,0.43
248.68,10901.60,-46.77,-52.07,314.60,21.96,0.77
231.21,11380.47,-50.59,-56.23,317.74,24.50,0.69
214.70,11858.83,-54.54,-60.51,318.34,23.97,0.48
199.13,12337.95,-57.33,-64.20,311.63,19.53,0.24
184.43,12820.44,-59.11,-68.02,290.41,15.68,0.17
170.58,13309.08,-59.72,-70.84,276.86,17.46,0.53
157.58,13805.88,-58.76,-74.06,276.29,20.06,1.06
145.49,14308.26,-57.49,-77.40,274.74,18.64,1.15
134.34,14811.38,-57.74,-79.19,263.36,13.29,0.52
124.05,15311.11,-59.99,-81.43,248.96,6.31,-0.38
114.56,15803.67,-63.44,-84.46,255.46,4.93,-0.84
105.81,16288.27,-66.36,-88.07,276.98,5.86,-0.65
97.74,16767.38,-67.63,-92.02,281.96,7.91,-0.28
90.29,17246.15,-66.10,-90.94,288.14,7.61,-0.28
83.42,17727.26,-65.01,-88.80,322.09,5.11,-0.53
77.08,18208.89,-64.99,-88.01,348.73,6.37,-0.57
71.23,18693.04,-62.13,-88.03,1.03,7.55,-0.30
65.83,19183.33,-58.90,-88.53,31.83,7.61,-0.06
60.86,19676.38,-58.88,-88.91,44.42,7.18,-0.12
56.27,20166.56,-60.48,-89.14,17.31,3.68,-0.29
52.03,20653.36,-60.83,-89.52,269.00,12.78,-0.10


MEM = 007
TIME = 130625/0900
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.48,-999.00,24.28,20.44,196.07,8.52,-999.00
969.12,343.60,24.43,20.34,197.56,9.61,-0.33
961.19,415.86,24.12,20.10,197.68,12.70,-0.91
950.45,514.44,23.81,19.61,198.67,16.42,-1.75
936.93,640.18,23.77,18.64,201.70,20.83,-2.68
920.16,798.70,23.84,17.70,207.14,24.63,-3.36
899.21,1000.68,23.34,16.73,215.60,25.77,-3.71
874.09,1248.27,22.45,14.17,224.47,24.53,-4.09
848.85,1502.68,21.27,13.23,226.69,21.03,-4.61
825.38,1745.80,20.72,11.45,230.84,17.10,-4.73
801.94,1995.06,20.77,7.41,235.01,13.00,-4.55
778.54,2250.83,20.49,3.92,235.37,8.64,-4.49
745.08,2630.44,18.26,2.38,232.05,6.53,-4.63
702.57,3129.99,14.47,1.71,235.53,6.96,-5.01
662.07,3627.92,10.20,0.42,253.24,8.52,-5.68
623.51,4123.40,5.96,-3.07,264.37,11.18,-6.48
586.84,4616.18,1.93,-8.29,259.67,13.59,-6.61
551.98,5106.41,-2.29,-12.04,255.76,14.08,-5.86
518.83,5594.66,-5.99,-16.82,262.15,11.27,-5.02
487.34,6082.04,-8.97,-23.92,276.97,9.89,-4.94
457.43,6569.15,-12.18,-30.00,281.28,12.82,-5.58
429.02,7055.63,-15.94,-31.99,286.28,15.40,-6.23
402.04,7541.24,-19.69,-31.43,290.26,17.00,-6.65
376.44,8026.40,-23.05,-34.25,292.95,18.32,-7.09
352.16,8511.42,-26.41,-40.45,296.80,18.02,-7.61
329.14,8996.02,-30.14,-48.06,304.03,15.69,-7.83
307.33,9479.56,-34.28,-52.26,313.83,14.39,-7.38
286.68,9961.68,-38.50,-52.85,319.34,15.74,-6.15
267.14,10442.45,-42.65,-53.60,319.51,17.84,-4.39
248.65,10922.24,-46.58,-55.21,317.46,19.04,-2.51
231.18,11401.39,-50.47,-58.58,314.14,18.91,-0.90
214.68,11880.40,-54.03,-62.52,308.80,18.39,0.31
199.11,12360.62,-56.82,-65.92,297.71,17.53,1.12
184.41,12843.65,-59.12,-68.25,281.33,17.67,1.60
170.57,13331.34,-60.53,-70.09,280.48,20.11,1.61
157.56,13824.65,-60.93,-71.48,286.21,21.46,0.89
145.48,14320.86,-60.60,-74.79,290.64,19.89,-0.21
134.33,14817.21,-60.42,-78.29,285.17,13.20,-0.78
124.04,15312.72,-60.90,-82.34,265.00,9.28,-0.60
114.56,15804.80,-62.91,-85.09,241.81,9.07,-0.22
105.80,16291.88,-64.72,-87.90,247.83,9.06,-0.03
97.73,16775.46,-65.39,-89.47,276.53,7.46,0.03
90.28,17257.11,-65.82,-88.35,314.19,5.43,0.33
83.41,17737.70,-65.70,-86.51,338.16,2.23,0.84
77.07,18221.27,-62.60,-86.23,30.72,1.67,1.18
71.23,18711.19,-59.48,-87.33,48.09,4.35,1.37
65.83,19205.20,-58.27,-88.28,55.55,7.06,1.66
60.86,19699.89,-58.04,-88.96,57.55,7.44,1.89
56.27,20192.81,-58.88,-89.44,46.69,8.39,1.58
52.03,20682.22,-60.10,-90.02,26.34,13.68,0.53


MEM = 008
TIME = 130625/0900
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.62,-999.00,24.37,20.65,187.19,8.01,-999.00
969.24,343.63,24.58,20.55,188.51,8.97,-0.32
961.29,415.99,24.32,20.33,189.93,12.03,-0.69
950.57,514.71,24.03,19.89,192.78,15.79,-1.25
937.04,640.64,24.02,18.89,197.04,20.14,-1.93
920.26,799.44,24.31,17.62,205.39,23.59,-2.55
899.28,1001.76,23.97,15.94,213.66,24.33,-3.43
874.17,1249.58,22.42,14.42,215.62,22.67,-4.52
848.95,1503.95,21.03,12.73,220.48,19.94,-5.09
825.47,1746.64,20.17,10.65,226.76,17.56,-5.27
802.02,1995.19,19.56,7.91,229.91,13.80,-5.53
778.59,2249.86,18.77,4.27,228.63,10.03,-5.51
745.18,2627.63,18.11,-5.81,226.93,6.14,-4.73
702.78,3125.18,15.15,-9.86,222.70,6.28,-3.60
662.37,3621.78,10.63,-5.81,224.01,7.30,-2.33
623.84,4116.46,5.80,-3.99,242.50,7.38,-0.69
587.16,4608.79,1.59,-6.81,256.09,8.36,0.82
552.26,5099.00,-2.36,-9.67,255.01,9.81,1.12
519.08,5587.54,-6.14,-12.93,252.61,10.70,-0.22
487.56,6074.62,-9.68,-19.31,256.44,9.94,-2.53
457.62,6560.53,-13.10,-27.07,259.98,10.24,-4.67
429.20,7045.82,-16.41,-31.51,265.56,13.95,-5.71
402.21,7530.76,-19.98,-30.27,277.05,16.51,-5.36
376.59,8014.91,-23.95,-30.88,285.01,19.18,-4.41
352.30,8497.98,-27.77,-33.06,287.21,21.31,-3.72
329.26,8980.19,-31.47,-38.67,290.17,20.56,-3.33
307.45,9461.86,-35.00,-48.50,300.04,19.29,-3.04
286.79,9942.77,-39.05,-49.74,309.06,19.98,-2.55
267.23,10422.61,-43.10,-48.39,312.45,21.22,-1.70
248.74,10901.77,-46.81,-52.12,311.78,22.14,-0.81
231.27,11381.39,-49.86,-57.93,307.23,21.40,-0.17
214.76,11862.42,-52.83,-62.27,301.60,18.10,0.29
199.18,12344.89,-56.03,-64.55,290.08,15.27,0.86
184.48,12829.80,-58.29,-67.71,277.15,17.99,1.39
170.62,13319.90,-59.29,-70.09,274.00,19.99,1.35
157.61,13816.35,-59.52,-72.57,276.33,19.00,0.64
145.52,14315.57,-59.49,-75.26,280.23,14.93,0.04
134.37,14814.23,-59.62,-77.60,280.40,10.94,0.12
124.08,15311.12,-60.58,-80.56,264.78,7.65,0.58
114.59,15804.50,-62.21,-85.54,229.57,6.01,0.97
105.83,16293.11,-64.19,-90.59,223.79,5.39,1.25
97.75,16777.55,-65.28,-92.26,255.38,4.94,1.48
90.30,17260.65,-64.79,-89.98,289.66,6.40,1.56
83.43,17745.66,-63.03,-87.47,308.30,5.94,1.41
77.09,18234.20,-61.08,-86.67,342.00,4.72,0.96
71.24,18725.38,-60.05,-87.67,24.21,6.10,0.23
65.84,19216.25,-60.56,-88.66,48.47,8.56,-0.54
60.86,19705.73,-60.43,-89.09,57.16,8.55,-0.92
56.27,20195.43,-59.46,-88.86,42.46,6.72,-0.76
52.03,20683.39,-60.96,-88.29,25.04,3.25,-0.28


MEM = 009
TIME = 130625/0900
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
973.93,-999.00,24.29,19.91,179.23,8.16,-999.00
970.52,343.57,24.45,19.81,178.66,8.87,-0.13
962.58,415.79,24.25,19.56,181.31,11.85,0.22
951.83,514.34,23.99,19.10,186.83,14.99,0.65
938.30,640.05,23.86,18.32,194.56,18.85,1.13
921.50,798.54,23.91,17.46,201.99,23.06,1.59
900.52,1000.58,23.51,16.79,211.59,25.01,2.17
875.36,1248.28,22.76,13.63,220.40,23.32,2.43
850.08,1502.61,20.65,14.17,221.45,21.08,2.01
826.56,1745.37,19.42,13.61,226.42,17.70,2.22
803.04,1994.06,19.35,9.72,235.44,13.56,3.12
779.58,2249.14,18.92,6.90,235.49,9.23,3.56
746.01,2628.49,17.47,6.16,234.87,5.38,3.98
703.39,3128.10,13.94,3.54,232.86,5.15,5.90
662.82,3625.54,9.83,-0.68,238.83,6.18,9.00
624.24,4120.15,5.84,-5.93,243.50,7.90,10.73
587.55,4612.34,1.98,-10.96,250.17,9.49,9.69
552.66,5102.38,-2.12,-15.06,258.11,9.70,6.90
519.48,5590.15,-6.49,-17.29,268.98,8.46,4.18
487.94,6075.92,-10.35,-22.11,273.68,6.73,2.56
457.98,6560.64,-13.59,-29.18,272.70,7.61,2.02
429.53,7044.99,-16.98,-30.15,277.15,11.27,2.08
402.51,7528.86,-20.65,-31.38,284.78,14.93,2.34
376.88,8012.17,-24.17,-33.12,287.91,17.94,2.42
352.56,8495.18,-27.57,-37.22,290.73,19.28,2.11
329.51,8977.67,-31.34,-42.95,294.00,17.84,1.92
307.68,9459.04,-35.45,-49.28,296.26,17.20,2.52
287.00,9939.49,-39.13,-52.94,305.86,19.59,3.57
267.43,10419.81,-42.60,-54.68,316.81,24.21,4.28
248.93,10899.97,-46.42,-56.65,319.62,25.47,4.43
231.43,11380.00,-49.96,-59.57,317.91,23.97,4.26
214.91,11860.29,-53.52,-62.96,313.28,22.15,4.01
199.31,12341.05,-57.00,-66.70,305.80,23.42,3.81
184.60,12823.67,-59.48,-69.28,299.91,25.47,3.52
170.73,13311.01,-60.65,-71.48,293.38,25.62,2.48
157.71,13804.60,-60.76,-74.12,286.68,23.88,0.42
145.61,14300.92,-60.87,-76.36,283.05,20.37,-1.62
134.45,14795.92,-61.52,-78.26,282.08,17.53,-2.39
124.15,15289.14,-61.99,-79.96,282.84,16.01,-1.87
114.65,15781.69,-61.67,-83.38,281.14,13.42,-0.97
105.89,16271.69,-63.71,-87.88,266.95,6.36,-0.32
97.80,16756.29,-65.81,-90.16,265.09,5.73,0.21
90.34,17239.02,-64.79,-87.87,279.83,5.29,0.78
83.46,17724.01,-63.28,-86.09,350.47,2.26,1.24
77.11,18209.86,-63.42,-86.81,49.15,3.34,1.46
71.26,18695.41,-62.86,-87.82,57.49,5.49,1.41
65.85,19180.77,-62.84,-88.77,69.02,6.99,1.06
60.87,19665.59,-62.51,-89.35,50.36,7.67,0.50
56.27,20152.73,-59.96,-89.25,21.67,11.19,0.06
52.03,20641.25,-60.35,-88.67,330.39,8.88,-0.12


MEM = 010
TIME = 130625/0900
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.70,-999.00,24.10,21.33,185.34,7.51,-999.00
969.31,343.62,24.26,21.24,187.41,8.45,-0.45
961.38,415.95,24.08,20.93,189.12,11.46,-1.07
950.63,514.66,23.95,20.16,192.94,15.04,-1.92
937.11,640.54,24.17,18.49,199.94,19.08,-2.96
920.33,799.26,24.20,17.74,208.38,22.76,-4.36
899.38,1001.53,24.20,15.75,218.90,24.34,-5.84
874.26,1249.65,23.10,14.55,225.08,22.34,-7.04
849.01,1504.69,21.44,14.63,228.78,19.82,-7.88
825.51,1748.27,20.83,12.43,234.87,16.77,-8.16
802.05,1997.86,20.65,8.98,240.53,11.75,-7.77
778.61,2253.80,19.83,6.92,259.18,7.82,-6.80
745.11,2633.06,17.25,4.79,259.96,7.45,-5.13
702.59,3131.53,13.96,0.02,225.85,7.68,-3.27
662.11,3627.96,9.75,-2.28,218.72,8.83,-2.94
623.57,4122.07,5.36,-3.47,236.83,8.95,-4.89
586.89,4614.06,1.57,-7.45,264.35,8.81,-7.61
552.02,5104.21,-2.07,-13.02,268.29,9.15,-9.31
518.89,5592.90,-5.46,-19.97,261.85,9.25,-9.29
487.40,6080.66,-8.83,-25.71,263.73,9.12,-7.63
457.48,6567.36,-12.80,-26.87,273.45,10.35,-5.57
429.07,7052.87,-16.54,-29.66,282.21,14.29,-4.57
402.08,7537.60,-20.11,-31.14,289.85,17.85,-4.72
376.48,8021.82,-23.64,-34.11,293.63,20.21,-5.09
352.19,8505.46,-27.31,-37.99,296.54,20.57,-4.96
329.17,8988.17,-31.25,-43.67,300.43,19.35,-3.95
307.36,9469.94,-35.01,-50.51,305.97,18.80,-2.24
286.71,9951.33,-38.53,-51.26,315.18,20.69,-0.65
267.16,10432.52,-42.27,-51.82,323.40,22.60,0.34
248.68,10913.19,-46.15,-56.15,325.28,22.48,0.90
231.21,11393.46,-49.87,-60.96,317.69,20.69,1.19
214.70,11874.18,-53.07,-63.98,300.43,19.85,1.20
199.13,12356.51,-55.88,-64.32,274.92,18.77,1.04
184.43,12841.05,-58.74,-66.54,270.30,19.54,0.88
170.58,13330.57,-59.33,-69.98,279.02,19.25,0.53
157.58,13827.40,-59.13,-72.82,285.28,15.83,0.06
145.49,14327.28,-59.28,-75.38,278.25,12.13,0.14
134.34,14825.86,-59.85,-77.88,268.32,10.16,0.96
124.05,15320.56,-62.20,-78.57,254.13,7.07,2.02
114.57,15809.42,-64.40,-82.23,261.66,6.88,2.58
105.81,16293.44,-65.89,-87.08,272.87,7.10,2.36
97.74,16773.74,-67.08,-90.22,285.02,7.41,1.90
90.29,17252.40,-66.74,-90.87,295.79,8.54,1.70
83.42,17734.08,-63.88,-88.59,302.64,7.50,1.51
77.08,18221.03,-61.53,-87.56,337.15,4.44,0.93
71.23,18710.71,-60.80,-88.02,38.77,6.24,0.17
65.84,19200.79,-60.40,-88.87,62.84,9.26,-0.31
60.86,19690.34,-60.42,-89.59,80.48,12.99,-0.35
56.27,20178.46,-60.73,-89.71,83.64,11.94,-0.19
52.03,20665.26,-60.58,-89.32,60.49,3.39,-0.05


MEM = 011
TIME = 130625/0900
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
975.39,-999.00,23.91,21.20,177.49,7.21,-999.00
971.98,343.62,24.12,21.11,179.54,8.18,-0.49
964.01,415.94,23.90,20.90,182.04,11.11,-1.13
953.23,514.62,23.54,20.52,185.74,14.39,-2.02
939.66,640.53,23.79,19.37,192.30,18.91,-3.21
922.82,799.45,24.67,17.48,203.73,22.22,-4.59
901.81,1001.96,24.33,15.52,212.60,22.99,-6.12
876.59,1250.17,22.66,15.33,218.43,22.01,-7.99
851.27,1505.16,20.99,14.90,224.27,20.22,-9.59
827.69,1748.46,20.36,11.77,231.69,17.89,-10.32
804.16,1997.52,20.30,6.91,237.35,14.58,-10.43
780.69,2252.79,20.10,1.07,237.02,9.32,-9.63
747.19,2631.46,18.72,-6.14,227.66,4.83,-6.91
704.67,3129.88,15.35,-9.48,209.06,5.33,-3.66
664.16,3626.90,11.09,-9.18,208.49,6.71,-2.15
625.56,4121.96,6.62,-8.78,247.47,8.04,-2.01
588.79,4614.85,1.89,-6.89,261.46,9.41,-1.94
553.78,5105.27,-2.66,-8.80,263.67,10.42,-1.70
520.50,5593.09,-6.96,-12.15,264.76,10.92,-1.33
488.87,6079.18,-10.27,-17.84,266.51,9.60,-0.49
458.84,6564.85,-13.08,-26.35,270.74,8.75,0.77
430.33,7050.15,-16.65,-31.55,275.97,10.47,1.89
403.26,7534.37,-20.67,-32.13,281.23,15.09,2.44
377.57,8017.63,-24.30,-32.96,287.70,19.90,2.75
353.20,8500.70,-27.55,-35.36,292.33,21.32,3.51
330.10,8983.84,-30.90,-41.73,296.93,19.73,4.80
308.22,9466.58,-34.69,-50.05,302.95,18.51,6.04
287.49,9948.70,-38.39,-53.69,311.63,20.80,6.70
267.89,10430.36,-42.21,-53.41,315.78,23.54,6.68
249.34,10911.47,-46.07,-56.66,316.01,24.54,6.16
231.81,11392.30,-49.74,-61.53,315.37,24.91,5.42
215.25,11873.52,-53.07,-65.49,313.58,24.35,4.75
199.62,12356.17,-55.95,-67.84,306.90,22.10,4.13
184.88,12841.67,-58.19,-69.41,293.21,20.61,3.40
